PartitionKey,RowKey,test_type,test_type@type,protocol,protocol@type,latency_total,latency_total@type,latency_mean,latency_mean@type,latency_max,latency_max@type,latency_min,latency_min@type,throughput,throughput@type,success,success@type,server,server@type,sent_throughput,sent_throughput@type,received_throughput,received_throughput@type,max_rtt,max_rtt@type,min_rtt,min_rtt@type,mean_rtt,mean_rtt@type,duration,duration@type
10.2.0.40,01 27 2022 16 25 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.22,String,1837042338,String,1832027323,String,147179,Int32,25409,Int32,74060,Int32,5,Int64
10.2.0.40,01 27 2022 16 30 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.22,String,2030344864,String,2024711342,String,119003,Int32,5999,Int32,82202,Int32,5,Int64
10.2.0.40,01 27 2022 16 35 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.22,String,1797806831,String,1793342263,String,61900,Int32,21386,Int32,41292,Int32,5,Int64
10.2.0.40,01 27 2022 16 40 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.22,String,1729980205,String,1725258011,String,453717,Int32,9870,Int32,46867,Int32,5,Int64
10.2.0.40,01 27 2022 16 45 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.22,String,1906065230,String,1901156866,String,120589,Int32,5926,Int32,60790,Int32,5,Int64
10.2.0.40,01 27 2022 16 50 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.22,String,1957088948,String,1952228339,String,163929,Int32,54295,Int32,113072,Int32,5,Int64
10.2.0.41,01 27 2022 16 00 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.16,String,2062112903,String,2056966438,String,62366,Int32,6015,Int32,39310,Int32,5,Int64
10.2.0.41,01 27 2022 16 05 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.16,String,1632776193,String,1628446252,String,336471,Int32,5508,Int32,51478,Int32,5,Int64
10.2.0.41,01 27 2022 16 10 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.16,String,1940253919,String,1935979402,String,242381,Int32,28826,Int32,99872,Int32,5,Int64
10.2.0.41,01 27 2022 16 15 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.16,String,2022873605,String,2018387587,String,101142,Int32,9829,Int32,39311,Int32,5,Int64
10.2.0.41,01 27 2022 16 20 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.16,String,1884367041,String,1879756022,String,135756,Int32,54088,Int32,93705,Int32,5,Int64
10.2.0.41,01 27 2022 16 25 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.16,String,1796021286,String,1791826970,String,74002,Int32,23555,Int32,40360,Int32,5,Int64
10.2.0.41,01 27 2022 16 30 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.16,String,1647240598,String,1642966675,String,115861,Int32,22212,Int32,69014,Int32,5,Int64
10.2.0.41,01 27 2022 16 35 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.16,String,1928231184,String,1923275968,String,1861426,Int32,18762,Int32,149422,Int32,5,Int64
10.2.0.41,01 27 2022 16 40 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.16,String,1849765107,String,1845356355,String,114595,Int32,34586,Int32,73458,Int32,5,Int64
10.2.0.41,01 27 2022 16 45 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.16,String,2097437713,String,2092897903,String,1639212,Int32,9809,Int32,203936,Int32,5,Int64
10.2.0.41,01 27 2022 16 50 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.16,String,1981285208,String,1977055846,String,1443610,Int32,3268,Int32,164815,Int32,5,Int64
10.2.0.6,01 27 2022 16 00 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.39,String,1701540687,String,1697640052,String,206249,Int32,13786,Int32,53080,Int32,5,Int64
10.2.0.6,01 27 2022 16 05 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.39,String,1702699935,String,1698318899,String,120746,Int32,30504,Int32,66489,Int32,5,Int64
10.2.0.6,01 27 2022 16 10 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.39,String,1732366586,String,1728182029,String,146476,Int32,11634,Int32,73888,Int32,5,Int64
10.2.0.6,01 27 2022 16 15 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.39,String,1939494392,String,1934812573,String,155975,Int32,46611,Int32,106693,Int32,5,Int64
10.2.0.6,01 27 2022 16 20 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.39,String,1878227770,String,1873816153,String,69043,Int32,22204,Int32,52422,Int32,5,Int64
10.2.0.6,01 27 2022 16 25 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.39,String,1765170266,String,1760519683,String,115460,Int32,27206,Int32,70815,Int32,5,Int64
10.2.0.6,01 27 2022 16 30 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.39,String,1829958947,String,1825284096,String,93332,Int32,19744,Int32,51009,Int32,5,Int64
10.2.0.6,01 27 2022 16 35 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.39,String,1802577111,String,1798144117,String,81652,Int32,16239,Int32,45049,Int32,5,Int64
10.2.0.6,01 27 2022 16 40 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.39,String,1915996970,String,1911514619,String,630245,Int32,46242,Int32,102799,Int32,5,Int64
10.2.0.6,01 27 2022 16 45 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.39,String,1825115250,String,1820139606,String,95180,Int32,7993,Int32,54517,Int32,5,Int64
10.2.0.6,01 27 2022 16 50 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.39,String,2128723875,String,2124244428,String,104190,Int32,31137,Int32,59975,Int32,5,Int64
10.2.0.7,01 27 2022 16 00 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.35,String,1839925417,String,1835541611,String,105499,Int32,17032,Int32,51789,Int32,5,Int64
10.2.0.7,01 27 2022 16 05 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.35,String,1929325639,String,1924259521,String,95529,Int32,11586,Int32,52874,Int32,5,Int64
10.2.0.7,01 27 2022 16 10 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.35,String,1723231057,String,1718945560,String,86163,Int32,25509,Int32,57229,Int32,5,Int64
10.2.0.7,01 27 2022 16 15 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.35,String,1892726043,String,1888088586,String,57906,Int32,5284,Int32,25097,Int32,5,Int64
10.2.0.7,01 27 2022 16 20 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.35,String,1847151949,String,1842529283,String,89602,Int32,17810,Int32,38486,Int32,5,Int64
10.2.0.7,01 27 2022 16 25 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.35,String,2025857990,String,2021046226,String,154507,Int32,18077,Int32,68035,Int32,5,Int64
10.2.0.7,01 27 2022 16 30 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.35,String,1823183624,String,1818645680,String,62440,Int32,7370,Int32,31487,Int32,5,Int64
10.2.0.7,01 27 2022 16 35 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.35,String,1725774284,String,1720875969,String,84785,Int32,15546,Int32,41515,Int32,5,Int64
10.2.0.7,01 27 2022 16 40 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.35,String,2012585277,String,2007644516,String,101779,Int32,18508,Int32,58561,Int32,5,Int64
10.2.0.7,01 27 2022 16 45 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.35,String,2320716392,String,2315733773,String,483380,Int32,31664,Int32,78518,Int32,5,Int64
10.2.0.7,01 27 2022 16 50 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.35,String,1773419973,String,1768544795,String,111500,Int32,47479,Int32,78573,Int32,5,Int64
10.2.0.9,01 27 2022 16 00 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.38,String,1829792609,String,1825576487,String,102167,Int32,32928,Int32,54889,Int32,5,Int64
10.2.0.9,01 27 2022 16 05 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.38,String,1631936451,String,1627934788,String,128043,Int32,20056,Int32,50745,Int32,5,Int64
10.2.0.9,01 27 2022 16 10 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.38,String,1878626680,String,1873753404,String,26136,Int32,1071,Int32,12155,Int32,5,Int64
10.2.0.9,01 27 2022 16 15 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.38,String,1786212960,String,1781420685,String,82214,Int32,5220,Int32,56079,Int32,5,Int64
10.2.0.9,01 27 2022 16 20 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.38,String,1731237218,String,1726545297,String,109075,Int32,32126,Int32,63741,Int32,5,Int64
10.2.0.9,01 27 2022 16 25 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.38,String,2045664800,String,2040710668,String,122757,Int32,5675,Int32,57171,Int32,5,Int64
10.2.0.9,01 27 2022 16 30 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.38,String,2005843136,String,1998138566,String,219971,Int32,5364,Int32,117930,Int32,5,Int64
10.2.0.9,01 27 2022 16 35 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.38,String,2017402044,String,2012410555,String,142976,Int32,42576,Int32,96436,Int32,5,Int64
10.2.0.9,01 27 2022 16 40 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.38,String,1966786014,String,1962019777,String,108898,Int32,52119,Int32,81219,Int32,5,Int64
10.2.0.9,01 27 2022 16 45 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.38,String,1890456585,String,1886206530,String,78155,Int32,40385,Int32,55071,Int32,5,Int64
10.2.0.9,01 27 2022 16 50 00,iperf3,String,,,,,,,,,,,,,,,10.1.0.38,String,1982164757,String,1977655447,String,124961,Int32,53243,Int32,83178,Int32,5,Int64
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,76472.87538,,,
