PartitionKey,RowKey,test_type,test_type@type,protocol,protocol@type,latency_total,latency_total@type,latency_mean,latency_mean@type,latency_max,latency_max@type,latency_min,latency_min@type,throughput,throughput@type,success,success@type,server,server@type
10.2.0.69,01 24 2022 09 25 00,vegeta,String,http,String,1882972.133,Double,156.914344,Double,6235.7494,Double,50.1621,Double,49.8999055,String,1,String,10.1.0.15,String
10.2.0.7,01 24 2022 09 25 00,vegeta,String,http,String,1782483.115,Double,148.540259,Double,6261.2645,Double,49.970385,Double,49.90973073,String,1,String,10.1.0.60,String
10.2.0.70,01 24 2022 09 25 00,vegeta,String,http,String,1581041.014,Double,131.753417,Double,3000.7838,Double,49.612,Double,49.97786951,String,1,String,10.1.0.5,String
10.2.0.71,01 24 2022 09 25 00,vegeta,String,http,String,1429166.715,Double,119.097226,Double,9045.598409,Double,49.444797,Double,49.82030706,String,1,String,10.1.0.138,String
10.2.0.72,01 24 2022 09 25 00,vegeta,String,http,String,1441734.136,Double,120.144511,Double,4967.389673,Double,49.441771,Double,49.98288546,String,1,String,10.1.0.7,String
10.2.0.73,01 24 2022 09 25 00,vegeta,String,http,String,1695493.361,Double,141.291113,Double,14111.98472,Double,49.4579,Double,49.8296741,String,1,String,10.1.0.129,String
10.2.0.74,01 24 2022 09 25 00,vegeta,String,http,String,1697650.33,Double,141.47086,Double,19346.5013,Double,49.772639,Double,49.33208819,String,1,String,10.1.0.32,String
10.2.0.75,01 24 2022 09 25 00,vegeta,String,http,String,1816796.045,Double,151.39967,Double,10160.79601,Double,49.6061,Double,49.8345181,String,1,String,10.1.0.41,String
10.2.0.77,01 24 2022 09 25 00,vegeta,String,http,String,2435059.172,Double,202.921597,Double,10219.74144,Double,52.0843,Double,49.88461147,String,1,String,10.1.0.54,String
10.2.0.78,01 24 2022 09 25 00,vegeta,String,http,String,2405370.117,Double,200.447509,Double,4519.872508,Double,53.9703,Double,49.89668441,String,1,String,10.1.0.102,String
10.2.0.79,01 24 2022 09 25 00,vegeta,String,http,String,1399640.661,Double,116.636721,Double,6127.382167,Double,49.4216,Double,49.81937271,String,1,String,10.1.0.124,String
10.2.0.8,01 24 2022 09 25 00,vegeta,String,http,String,1773120.442,Double,147.760036,Double,7537.786732,Double,49.781376,Double,49.83665088,String,1,String,10.1.0.43,String
10.2.0.80,01 24 2022 09 25 00,vegeta,String,http,String,1708090.254,Double,142.340854,Double,2068.0354,Double,50.0938,Double,49.91606293,String,1,String,10.1.0.42,String
10.2.0.82,01 24 2022 09 25 00,vegeta,String,http,String,1396433.635,Double,116.369469,Double,2380.6837,Double,49.4918,Double,49.98107361,String,1,String,10.1.0.133,String
10.2.0.83,01 24 2022 09 25 00,vegeta,String,http,String,1603697.607,Double,133.641467,Double,9964.997933,Double,49.7571,Double,49.8318476,String,1,String,10.1.0.72,String
10.2.0.84,01 24 2022 09 25 00,vegeta,String,http,String,1612781.549,Double,134.398462,Double,1390.968734,Double,49.750927,Double,49.97839136,String,1,String,10.1.0.86,String
